Province/State,Country/Region,Territory,Population,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,Country_x,Alpha-2 code,Alpha-3 code,Jan_Temp,Feb_temp,Mar_temp,Apr_Temp,May_temp,Jun_Temp,July_Temp,Aug_Temp,Sept_temp,Oct_temp,Nov_Temp,Dec_temp,Annual_temp,Mers-confirmed,death_nb_sars,%+65,15-64pop,density,sex,IncomeGroup,tourism,Country Name,WEBNAME,Region,World Rank,2019 Score,Government Integrity,Gov't Spending,Fiscal Health,Investment Freedom ,Tariff Rate (%),Income Tax Rate (%),Corporate Tax Rate (%),Gov't Expenditure % of GDP ,"GDP (Billions, PPP)",GDP Growth Rate (%),5 Year GDP Growth Rate (%),GDP per Capita (PPP),Unemployment (%),Inflation (%),Public Debt (% of GDP),ROTAC.,HepB3.,DTP3.c,MCV2.c,MCV1.c,Hib3.c,PAB.cs,Pol3.c,PCV3.c,BCG.cs,continent,pop_obsesity,Male_obesity,Female_obesity,nb_beds,Physicians_per_1000_2009-18,Nurse_midwife_per_1000_2009-18,Specialist_surgical_per_1000_2008-18
,Hungary,Hungary,9879000.0,47.1625,19.5033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,4,6,7,9,10,10,10,11,13,15,16,20,21,26,32,34,38,47,58,Hungary,HU,HUN,-2.03,0.85,5.44,10.72,15.49,18.52,20.11,19.7,16.13,10.81,4.89,0.11,10.06,0.0,0.0,19.15772538,66.4302824,107.9066055,52.43242803,High income,10250000.0,Hungary,Hungary,Europe,64.0,65.0,35.3,31.7,85.0,80.0,2.0,15.0,19.0,47.7,$289.0 ,4.0,3.2,"$29,474",4.2,2.4,69.9,,,99.0,99.0,99.0,99.0,,99.0,99.0,99.0,Europe,28.6,29.9,27.5,7.2,3.2,6.6,55.7
,Iceland,Iceland,328170.0,64.9631,-19.0208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,4,4,4,4,6,6,6,Iceland,IS,ISL,-3.17,-2.72,-2.61,-0.46,3.06,6.38,8.29,7.57,4.29,1.21,-2.34,-3.28,1.35,0.0,0.0,14.79509256,65.37258734,3.526922693,49.81170852,High income,566000.0,Iceland,Iceland,Europe,11.0,77.1,83.8,44.0,96.7,85.0,1.5,31.8,20.0,43.2,$17.6 ,3.6,4.4,"$51,842",2.8,1.8,40.9,,,91.0,95.0,93.0,91.0,,91.0,90.0,,Europe,23.1,25.3,20.9,3.3,4.0,15.7,101.6
,India,India,1263930000.0,21.0,78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,3,4,5,4,7,10,10,12,20,20,24,27,32,35,58,72,72,86,99,136,150,178,India,IN,IND,16.84,19.15,23.45,27.43,29.53,28.96,26.91,26.23,26.05,24.52,20.79,17.48,23.95,0.0,0.0,6.179955649,66.7667425,454.9380726,48.02353964,Lower middle income,6309000.0,India,India,Asia-Pacific,129.0,55.2,47.8,77.3,14.7,40.0,6.3,30.9,32.4,27.5,"$9,459.0 ",6.7,7.2,"$7,183",3.5,3.6,70.2,35.0,89.0,89.0,80.0,90.0,89.0,90.0,89.0,6.0,92.0,Asia,3.8,2.7,4.9,0.7,0.8,2.1,6.8
,Indonesia,Indonesia,252164800.0,-0.7893,113.9213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5,5,5,5,19,25,32,38,48,49,55,58,78,87,102,114,122,136,157,170,181,191,198,209,221,240,Indonesia,ID,IDN,25.51,25.62,25.79,26.02,26.04,25.59,25.27,25.39,25.63,25.99,25.98,25.8,25.72,0.0,0.0,5.857165612999999,67.59163708,147.75219009999998,49.64388219,Lower middle income,7650000.0,Indonesia,Indonesia,Asia-Pacific,56.0,65.8,39.5,91.4,88.1,45.0,2.6,30.0,25.0,16.9,"$3,242.8 ",5.1,5.1,"$12,377",4.2,3.8,28.9,,79.0,79.0,67.0,75.0,79.0,85.0,80.0,8.0,81.0,Asia,6.9,4.9,9.0,,0.4,2.1,
,Iran,Iran (Islamic Republic of),81160000.0,32.0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,5,8,12,16,19,26,34,43,54,66,77,92,107,124,145,194,237,291,354,429,514,611,724,853,988,1135,1284,1433,1556,1685,1812,1934,2077,2234,2378,2517,2640,2757,2898,3036,3160,3294,3452,3603,3739,3872,3993,,,IRN,4.39,6.43,11.33,16.82,22.06,26.53,28.59,27.28,23.51,17.85,11.75,6.58,16.93,0.0,0.0,6.184573806,69.33886753,50.22242012,49.43912976,Upper middle income,3354000.0,Iran,Iran,Middle East and North Africa,155.0,51.1,35.0,89.8,89.5,5.0,15.2,35.0,25.0,18.5,"$1,644.7 ",4.3,3.6,"$20,200",12.5,9.9,40.9,,99.0,99.0,98.0,99.0,99.0,95.0,99.0,,99.0,Africa,,,,1.7,,,
,Iraq,Iraq,36004552.0,33.0,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,6,6,7,7,8,9,10,10,10,11,12,13,17,17,20,23,27,29,36,40,42,42,46,50,52,54,54,56,61,64,65,69,Iraq,IQ,IRQ,8.88,11.13,15.12,20.71,26.53,30.78,33.3,32.89,29.44,23.58,16.08,10.51,21.58,0.0,0.0,3.323599663,58.28983494,88.53057004,49.40868153,Upper middle income,1510000.0,Iraq,Iraq,Middle East and North Africa,,,20.3,52.8,13.3,,,15.0,15.0,39.7,$658.8 ,-0.8,4.7,"$16,954",8.2,0.1,58.0,60.0,84.0,84.0,81.0,83.0,84.0,75.0,71.0,32.0,95.0,Asia,27.4,21.0,33.8,1.3,0.8,1.7,7.6
,Ireland,Ireland,6378000.0,53.1424,-7.6921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,3,3,3,4,6,7,9,19,22,36,46,54,71,85,98,120,137,158,174,210,235,Ireland,IE,IRL,4.64,4.69,6.0,7.69,10.07,12.8,14.53,14.28,12.46,10.08,6.61,5.45,9.11,0.0,0.0,13.865801699999999,64.72777871,70.45298302,50.42550948,High income,7630000.0,Ireland,Ireland,Europe,6.0,80.5,78.0,77.4,89.0,90.0,2.0,41.0,12.5,27.4,$357.2 ,7.8,9.7,"$75,538",6.4,0.3,68.5,89.0,94.0,94.0,,92.0,94.0,,94.0,90.0,,Europe,26.9,26.5,27.3,2.9,3.1,14.3,72.0
,Israel,Israel,8268400.0,31.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,5,8,12,12,15,16,20,26,36,40,44,49,57,65,73,Israel,IL,ISR,11.79,12.72,14.96,18.82,21.9,24.75,26.45,26.68,25.12,22.22,17.57,13.4,19.7,0.0,0.0,11.97698602,60.09776752,410.52680219999996,50.29812658,High income,2820000.0,Israel,Israel,Middle East and North Africa,27.0,72.8,67.9,52.4,85.3,75.0,2.8,48.0,23.0,39.8,$316.5 ,3.3,3.5,"$36,340",4.3,0.2,61.0,81.0,97.0,98.0,96.0,98.0,98.0,,98.0,94.0,,Asia,26.7,26.1,27.2,3.1,3.2,5.2,75.6
,Italy,Italy,60769102.0,43.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,7,10,12,17,21,29,34,52,79,107,148,197,233,366,463,631,827,827,1266,1441,1809,2158,2503,2978,3405,4032,4825,5476,6077,6820,7503,8215,9134,10023,10779,11591,12428,13155,13915,14681,15362,15887,16523,17127,17669,Italy,IT,ITA,3.32,4.35,6.52,9.61,13.78,17.52,20.31,20.14,17.19,12.86,8.01,4.4,11.5,1.0,0.0,22.7516796,63.91920431,205.4507479,51.37666963,High income,46119000.0,Italy,Italy,Europe,80.0,62.2,43.7,26.5,71.3,85.0,2.0,43.0,27.5,49.5,"$2,310.9 ",1.5,0.3,"$38,140",11.2,1.3,131.5,19.0,95.0,95.0,89.0,93.0,94.0,,95.0,92.0,,Europe,22.9,22.5,23.3,3.5,4.1,5.9,142.4
,Jamaica,Jamaica,2717991.0,18.1096,-77.2975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,4,Jamaica,JM,JAM,22.76,22.91,23.44,24.25,24.72,25.5,25.7,25.91,25.41,25.03,24.38,23.62,24.47,0.0,0.0,8.796642551,67.45326077,270.9930748,50.33982963,Upper middle income,1952000.0,Jamaica,Jamaica,Americas,39.0,68.6,45.0,76.0,80.0,80.0,10.8,25.0,25.0,28.3,$26.1 ,1.0,0.8,"$9,163",12.5,4.4,104.1,,97.0,97.0,82.0,89.0,98.0,90.0,98.0,,93.0,North America,24.4,15.0,33.2,,1.3,1.1,11.2
,Japan,Japan,127080000.0,36.0,138.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,5,6,6,6,6,6,6,6,6,10,10,15,16,19,22,22,27,29,29,29,33,35,41,42,43,45,47,49,52,54,54,56,57,62,63,77,77,85,92,93,Japan,JP,JPN,-1.27,-0.89,2.52,8.7,13.52,17.34,21.34,22.74,18.76,12.78,7.05,1.75,10.36,0.0,0.0,27.57636991,59.72678128,347.0734584,51.15925913,High income,6219000.0,Japan,Japan,Asia-Pacific,30.0,72.1,78.0,55.0,55.7,70.0,2.5,40.8,23.9,38.7,"$5,428.8 ",1.7,1.3,"$42,832",2.8,0.5,236.4,,,99.0,93.0,97.0,99.0,,97.0,98.0,99.0,Asia,4.4,4.6,4.1,,2.4,11.5,37.4
,Jordan,Jordan,6666960.0,31.24,36.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,5,5,5,5,5,5,6,6,6,Jordan,JO,JOR,8.34,9.95,13.08,17.72,21.92,25.23,26.9,26.91,24.85,20.68,14.71,9.94,18.35,28.0,0.0,3.8464903980000003,61.90801939,112.1424983,49.38968354,Upper middle income,3960000.0,Jordan,Jordan,Middle East and North Africa,53.0,66.5,50.3,73.4,60.6,70.0,4.3,14.0,20.0,29.8,$89.1 ,2.3,2.5,"$12,494",14.9,3.3,95.6,93.0,96.0,96.0,96.0,92.0,96.0,90.0,92.0,,94.0,Asia,33.4,26.6,40.4,1.8,2.3,3.4,24.5
,Kazakhstan,Kazakhstan,17377800.0,48.0196,66.9237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,1,1,2,3,3,6,5,6,6,6,7,Kazakhstan,KZ,KAZ,-12.31,-11.8,-3.96,8.24,15.8,20.97,23.4,20.88,15.0,6.18,-1.92,-8.64,5.99,0.0,0.0,7.391846271,64.14760395,6.769825907,51.51148365,Upper middle income,5685000.0,Kazakhstan,Kazakhstan,Asia-Pacific,59.0,65.4,40.3,83.7,41.0,50.0,2.5,10.0,20.0,23.3,$477.6 ,4.0,3.3,"$26,252",4.9,7.4,21.2,,98.0,98.0,98.0,99.0,98.0,,98.0,95.0,95.0,Asia,21.3,18.8,23.4,7.1,3.3,8.5,73.2
,Kenya,Kenya,41800000.0,-0.0236,37.9062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,4,4,4,6,6,6,Kenya,KE,KEN,24.92,25.71,26.1,25.45,24.5,23.42,22.85,23.16,23.92,24.84,24.55,24.57,24.5,0.0,0.0,2.3391866119999998,57.87864645,90.29941666,50.31602039,Lower middle income,1750000.0,Kenya,Kenya,Sub-Saharan Africa,130.0,55.1,32.1,77.8,13.8,55.0,12.3,30.0,30.0,27.2,$163.1 ,4.8,5.5,"$3,491",11.5,8.0,55.6,78.0,92.0,92.0,45.0,89.0,92.0,88.0,81.0,81.0,95.0,Africa,6.0,2.5,9.4,,0.2,1.5,2.4
,"Korea, South",Democratic People's Republic of Korea (the),51470000.0,36.0,128.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,8,10,12,13,13,16,17,28,28,35,35,42,44,50,53,54,60,66,66,72,75,75,81,84,91,94,102,111,111,120,126,131,139,144,152,158,162,165,169,174,177,183,186,192,200,,,PRK,-13.11,-10.0,-2.81,5.72,11.95,16.47,20.08,20.04,14.08,7.18,-1.47,-9.85,4.86,0.0,0.0,9.33452041,70.46336609,212.1901752,51.09385248,Low income,,"Korea, South",SouthKorea,Asia-Pacific,29.0,72.3,50.5,68.6,96.8,70.0,4.8,46.2,27.5,32.4,"$2,029.0 ",3.1,3.0,"$39,434",3.7,1.9,39.8,,,,,,,,,,,Asia,,,,,,,
,Kuwait,Kuwait,3268431.0,29.5,47.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,Kuwait,KW,KWT,12.35,14.66,19.23,24.21,30.66,34.72,36.25,35.88,32.78,27.13,19.89,14.08,25.15,4.0,0.0,2.550472384,75.91063957,232.1722222,39.54817062,High income,5574000.0,Kuwait,Kuwait,Middle East and North Africa,90.0,60.8,35.3,17.3,99.1,55.0,3.0,0.0,15.0,52.5,$291.5 ,-2.5,-0.1,"$66,163",2.1,1.5,20.6,3.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Asia,37.0,33.0,43.9,1.9,2.6,7.0,
,Kyrgyzstan,Kyrgyzstan,5776570.0,41.2044,74.7661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,4,Kyrgyzstan,KG,KGZ,-14.26,-12.72,-5.19,3.18,7.52,11.53,14.45,13.7,9.01,2.21,-5.27,-11.05,1.09,0.0,0.0,4.494727976,63.15485491,32.92909281,50.52486308,Lower middle income,337000.0,,,,,,,,,,,,,,,,,,,,,,92.0,94.0,96.0,96.0,92.0,,92.0,92.0,97.0,Asia,15.4,13.1,17.5,4.7,1.9,6.4,50.1
,Latvia,Latvia,1991800.0,56.8796,24.6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,Latvia,LV,LVA,-5.87,-5.3,-1.37,4.96,11.26,15.04,16.55,15.94,11.51,6.73,1.34,-3.28,5.63,0.0,0.0,20.04362032,63.96060274,30.98330653,54.01016666,High income,1493000.0,Latvia,Latvia,Europe,35.0,70.4,35.5,57.1,96.9,85.0,2.0,31.4,20.0,37.8,$53.9 ,4.5,2.8,"$27,644",8.7,2.9,34.8,79.0,96.0,96.0,94.0,98.0,96.0,,96.0,82.0,95.0,Europe,25.7,22.9,28.0,5.9,3.2,4.8,67.6
,Lebanon,Lebanon,4104000.0,33.8547,35.8623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,4,4,4,4,4,4,6,6,8,8,10,11,12,14,16,17,17,18,19,19,19,Lebanon,LB,LBN,7.5,8.13,10.39,14.0,17.42,20.87,22.97,23.35,21.84,18.4,13.5,8.99,15.61,2.0,0.0,7.002368134,66.9017647,669.4941349,49.70580552,Upper middle income,1655000.0,Lebanon,Lebanon,Middle East and North Africa,154.0,51.1,18.2,75.6,0.0,60.0,3.0,20.0,15.0,28.5,$87.7 ,1.2,1.5,"$19,439",6.6,4.5,152.8,,80.0,83.0,63.0,82.0,85.0,,81.0,82.0,,Asia,31.3,27.4,35.3,3.5,2.3,2.6,87.4
,Liberia,Liberia,4397000.0,6.4281,-9.4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,4,Liberia,LR,LBR,25.26,25.87,26.44,26.38,25.81,25.1,24.14,23.9,24.54,25.13,25.45,25.01,25.25,0.0,0.0,3.2534318,55.62158161,50.03090739,49.76829102,Low income,,Liberia,Liberia,Sub-Saharan Africa,160.0,49.7,24.2,62.1,69.1,55.0,12.4,25.0,25.0,35.5,$6.1 ,2.5,2.1,"$1,354",2.4,12.4,34.4,74.0,84.0,84.0,,91.0,84.0,89.0,84.0,84.0,92.0,Africa,8.6,4.9,12.3,,0.0,0.1,0.6
,Liechtenstein,Liechtenstein,37132.0,47.14,9.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,Liechtenstein,LI,LIE,,,,,,,,,,,,,,0.0,0.0,,,236.9375,,High income,67000.0,Liechtenstein,Liechtenstein,Europe,,,,,,85.0,,7.0,12.5,,$6.1 CHF (2014 ),,,"$139,100 (2009 est.)",2.1 (2016),,,,,,,,,,,,,Europe,,,,,,,71.9
,Lithuania,Lithuania,2927310.0,55.1694,23.8813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,4,5,7,7,7,8,8,9,9,11,13,15,15,15,Lithuania,LT,LTU,-5.47,-4.63,-0.47,5.95,12.18,15.59,16.89,16.43,12.14,7.22,1.83,-2.73,6.24,0.0,0.0,19.70503316,65.41254234,44.53135138,53.79195865,High income,1775000.0,Lithuania,Lithuania,Europe,21.0,74.2,47.8,65.1,97.3,80.0,2.0,15.0,15.0,34.1,$91.2 ,3.8,3.0,"$32,299",7.1,3.7,36.5,1.0,93.0,92.0,92.0,92.0,92.0,,92.0,82.0,96.0,Europe,28.4,25.3,30.9,7.4,4.3,7.9,130.9
,Luxembourg,Luxembourg,549700.0,49.8153,6.1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,4,8,8,8,8,8,9,15,18,21,22,23,29,30,31,31,36,41,44,46,Luxembourg,LU,LUX,0.37,1.6,4.7,8.11,12.42,15.5,17.39,16.9,14.05,9.75,4.4,1.37,8.88,0.0,0.0,14.18315418,69.93802183,250.0938272,49.53925897,High income,874000.0,Luxembourg,Luxembourg,Europe,17.0,75.9,85.8,46.6,98.9,95.0,2.0,42.0,18.0,42.2,$62.7 ,3.5,3.8,"$106,374",5.5,2.1,23.0,89.0,96.0,99.0,90.0,99.0,99.0,,99.0,96.0,,Europe,24.2,26.0,22.4,5.3,3.0,12.3,80.8
,Madagascar,Madagascar,21842167.0,-18.7669,46.8691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Madagascar,MG,MDG,24.29,24.32,23.99,23.1,21.17,19.35,18.89,19.3,20.53,22.1,23.19,23.93,22.01,0.0,0.0,2.9867171260000003,56.34513228,45.13985562,50.12396661,Low income,225000.0,Madagascar,Madagascar,Sub-Saharan Africa,114.0,56.6,14.3,91.8,85.5,55.0,7.9,20.0,20.0,16.6,$39.7 ,4.1,3.4,"$1,551",1.8,8.1,37.3,78.0,75.0,75.0,,62.0,75.0,78.0,76.0,75.0,70.0,Africa,4.5,2.6,6.3,,0.2,0.1,0.8
,Malaysia,Malaysia,30430500.0,2.5,112.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,10,14,16,20,23,26,27,35,37,43,45,50,53,57,61,62,63,65,Malaysia,MY,MYS,24.61,24.73,25.19,25.61,25.74,25.49,25.21,25.19,25.11,25.1,24.89,24.79,25.14,2.0,2.0,6.671754625,69.33310429,95.96282149,48.57852058,Upper middle income,24714000.0,Malaysia,Malaysia,Asia-Pacific,22.0,74.0,55.4,83.2,82.4,60.0,4.0,25.0,25.0,23.7,$930.8 ,5.9,5.2,"$29,041",3.4,3.8,54.2,,99.0,99.0,99.0,96.0,99.0,92.0,99.0,,98.0,Asia,15.3,12.9,17.6,1.79,1.5,4.1,11.4
,Maldives,Maldives,341256.0,3.2028,73.2207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maldives,MV,MDV,,,,,,,,,,,,,,0.0,0.0,3.7033446060000004,76.14873879,1718.9866670000001,37.26498146,Upper middle income,931000.0,Maldives,Maldives,Asia-Pacific,141.0,53.2,33.5,60.8,10.7,35.0,11.2,0.0,0.0,36.1,$6.9 ,4.8,5.2,"$19,151",5,2.8,68.1,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,99.0,Asia,7.9,5.4,10.3,,1.0,4.0,4.8
,Malta,Malta,416055.0,35.9375,14.3754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Malta,MT,MLT,,,,,,,,,,,,,,0.0,0.0,20.349324300000003,65.37377518,1511.03125,49.87330822,High income,1415000.0,Malta,Malta,Europe,41.0,68.6,50.3,56.1,94.5,85.0,2.0,35.0,35.0,38.3,$19.3 ,6.6,6.9,"$41,945",4,1.3,52.6,,98.0,97.0,95.0,96.0,97.0,,97.0,,,Europe,31.0,30.9,31.2,4.4,3.8,9.0,113.5
,Mauritania,Mauritania,3545620.0,21.0079,10.9408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,Mauritania,MR,MRT,20.3,22.66,25.29,27.95,31.3,33.21,33.3,32.28,31.2,29.38,24.96,20.49,27.69,0.0,0.0,3.1411121580000003,56.77570502,4.272163578,49.82265622,Lower middle income,,Mauritania,Mauritania,Sub-Saharan Africa,119.0,55.7,30.6,74.2,80.6,50.0,8.7,30.0,25.0,29.3,$17.3 ,3.2,3.5,"$4,444",9.9,2.3,91.1,76.0,81.0,81.0,,78.0,81.0,80.0,81.0,77.0,90.0,Africa,11.3,6.0,16.6,,0.2,1.0,
,Mauritius,Mauritius,1261208.0,-20.2,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,3,3,5,6,7,7,7,7,7,7,7,Mauritius,MU,MUS,25.5,25.6,25.48,24.62,22.89,21.34,20.65,20.38,20.9,22.0,23.43,24.74,23.13,0.0,0.0,11.47417307,70.73213461,623.3019704,50.5771064,Upper middle income,965000.0,Mauritius,Mauritius,Sub-Saharan Africa,25.0,73.0,40.3,80.3,73.6,80.0,0.8,15.0,15.0,25.6,$27.5 ,3.9,3.6,"$21,640",7.1,3.7,60.2,95.0,97.0,97.0,99.0,99.0,97.0,95.0,98.0,96.0,99.0,Africa,11.5,5.9,16.8,3.4,2.0,3.4,17.6
